"PHV4601","29-08-2022","Windows Server 2019 Datacenter"
"CDB1006","07-09-2022","Windows Server 2019 Datacenter"
"VRD0040","23-06-2022","Windows Server 2016 Datacenter"
"VRD0041","23-06-2022","Windows Server 2016 Datacenter"
"VGW0040","31-08-2022","Windows Server 2019 Standard"
"VBR0040","31-08-2022","Windows Server 2019 Standard"
"CAP1017","07-09-2022","Windows Server 2019 Datacenter"
"CRA1002","05-09-2022","Windows Server 2019 Datacenter"
"CBR1001","05-09-2022","Windows Server 2019 Datacenter"
"CBR1002","02-09-2022","Windows Server 2019 Datacenter"
"CGW1001","03-09-2022","Windows Server 2019 Datacenter"
"CGW1002","08-06-2022","Windows Server 2019 Datacenter"
"PHV4102","01-09-2022","Windows Server 2019 Datacenter"
"CAP10012","29-08-2022","Windows Server 2019 Datacenter"
"CAP10013","01-09-2022","Windows Server 2019 Datacenter"
"CAP10014","29-08-2022","Windows Server 2019 Datacenter"
"CPS1002","29-08-2022","Windows Server 2019 Datacenter"
"VRD0044","10-02-2021","Windows Server 2016 Datacenter"
"VRD0045","11-02-2021","Windows Server 2016 Datacenter"
"PBK0010","08-10-2020","Windows Server 2019 Standard"
"VRA0005","03-09-2022","Windows Server 2019 Standard"
"VRA0006","03-09-2022","Windows Server 2019 Standard"
"CAP10015","29-08-2022","Windows Server 2016 Datacenter"
"CAP10016","03-09-2022","Windows Server 2016 Datacenter"
"VRA0050","01-09-2022","Windows Server 2019 Standard"
"VRD0050","02-09-2022","Windows Server 2019 Standard"
"VSHMIG06","16-01-2021","Windows Server 2016 Standard"
"VSHMIG04","16-01-2021","Windows Server 2016 Standard"
"VSHMIG05","16-01-2021","Windows Server 2016 Standard"
"VPB0001","03-09-2022","Windows Server 2019 Datacenter"
"VAP1084","03-09-2022","Windows Server 2019 Standard"
"VAP1085","01-09-2022","Windows Server 2019 Standard"
"PHV5102","08-09-2022","Windows Server 2019 Datacenter"
"CDP10002","30-08-2022","Windows Server 2016 Datacenter"
"VSHMIG07","10-01-2021","Windows Server 2019 Datacenter"
"VSHMIG08","10-01-2021","Windows Server 2019 Datacenter"
"VRA0007","31-08-2022","Windows Server 2019 Standard"
"VRA0008","30-08-2022","Windows Server 2019 Standard"
"VRA0009","31-08-2022","Windows Server 2019 Standard"
"VRA0010","31-08-2022","Windows Server 2019 Standard"
"CJH1001","05-09-2022","Windows Server 2019 Datacenter"
"VOK0001","10-12-2020","Windows Server 2019 Datacenter"
"VAP1603","06-09-2022","Windows Server 2019 Standard"
"VRA0051","05-09-2022","Windows Server 2019 Standard"
"VRA0052","04-09-2022","Windows Server 2019 Standard"
"VRA0053","06-09-2022","Windows Server 2019 Standard"
"VRA0054","04-09-2022","Windows Server 2019 Standard"
"VRA0055","06-09-2022","Windows Server 2019 Standard"
"PHV3501","06-09-2022","Windows Server 2019 Standard"
"VDB3501","05-09-2022","Windows Server 2019 Standard"
"VAP3501","06-09-2022","Windows Server 2019 Standard"
"CAP1021","01-09-2022","Windows Server 2019 Datacenter"
"CAP6022","28-10-2021","Windows Server 2019 Datacenter"
"VPC0001","03-09-2022","Windows Server 2019 Datacenter"
"VDB0024","08-09-2022","Windows Server 2019 Standard"
"VAP3502","30-08-2022","Windows Server 2019 Standard"
"VAP3503","31-08-2022","Windows Server 2019 Standard"
"VDC0008","08-09-2022","Windows Server 2016 Standard"
"CAP10017","01-09-2022","Windows Server 2019 Datacenter"
"CRA1003","08-09-2022","Windows Server 2019 Datacenter"
"CAP700-9","01-09-2022","Windows Server 2012 R2 Datacenter"
"CAP700-10","30-08-2022","Windows Server 2012 R2 Datacenter"
"CAP10020","31-08-2022","Windows Server 2012 R2 Datacenter"
"CAP10021","18-08-2021","Windows Server 2016 Datacenter"
"CDP10003","02-09-2022","Windows Server 2016 Datacenter"
"CDP10004","02-09-2022","Windows Server 2016 Datacenter"
"CDP10005","02-09-2022","Windows Server 2016 Datacenter"
"CAP11005","01-09-2022","Windows Server 2016 Datacenter"
"CAP10011","30-08-2022","Windows Server 2016 Datacenter"
"CAP1023","24-08-2022","Windows Server 2019 Datacenter"
"CAP1024","08-06-2022","Windows Server 2019 Datacenter"
"CAP1025","03-03-2022","Windows Server 2019 Datacenter"
"CAP1026","03-03-2022","Windows Server 2019 Datacenter"
"VCA0002","03-09-2022","Windows Server 2019 Standard"
"VAP0058","07-09-2022","Windows Server 2019 Standard"
"CAP6025","01-09-2022","Windows Server 2019 Datacenter"
"VAP0244","29-08-2022","Windows Server 2019 Datacenter"
"VAP3907","07-09-2022","Windows Server 2019 Standard"
"VAP1086","31-08-2022","Windows Server 2019 Standard"
"VAP0112","05-09-2022","Windows Server 2019 Standard"
"CAP10022","05-09-2022","Windows Server 2019 Datacenter"
"VAP3804","02-09-2022","Windows Server 2019 Datacenter"
"VAP0145","03-09-2022","Windows Server 2019 Standard"
"VAP0147","04-09-2022","Windows Server 2019 Datacenter"
"CRA1004","01-09-2022","Windows Server 2019 Datacenter"
"CDP1001","02-09-2022","Windows Server 2019 Datacenter"
"CAP700-11","30-08-2022","Windows Server 2012 R2 Datacenter"
"CRA1005","01-09-2022","Windows Server 2019 Datacenter"
"CRD1020","06-09-2022","Windows Server 2019 Datacenter"
"PAP1101","03-09-2022","Windows Server 2019 Standard"
"CRA1006","08-09-2022","Windows Server 2019 Datacenter"
"VAP3504","08-09-2022","Windows Server 2019 Standard"
"CRA1007","01-09-2022","Windows Server 2019 Datacenter"
"CRA1008","01-09-2022","Windows Server 2019 Datacenter"
"CDP10006","08-09-2022","Windows Server 2019 Datacenter"
"CAP6026","07-09-2022","Windows Server 2019 Datacenter"
"CAP1022","07-09-2022","Windows Server 2019 Datacenter"
"VAP1087","29-08-2022","Windows Server 2019 Standard"
"VAP1088","03-09-2022","Windows Server 2019 Datacenter"
"VRA0056","29-08-2022","Windows Server 2019 Standard"
"VAP1089","02-09-2022","Windows Server 2019 Datacenter"
"CAP6027","03-09-2022","Windows Server 2019 Datacenter"
"CDP6001","02-09-2022","Windows Server 2019 Datacenter"
"CMG7003","01-09-2022","Windows Server 2019 Datacenter"
"VMG0006","03-09-2022","Windows Server 2022 Datacenter"
"VAP3014","08-09-2022","Windows Server 2022 Standard"
"VAP1090","03-09-2022","Windows Server 2022 Standard"
"CDP1002","05-09-2022","Windows Server 2019 Datacenter"
"CAP6028","03-09-2022","Windows Server 2019 Datacenter"
"CDP1003","03-09-2022","Windows Server 2019 Datacenter"
"CRA1009","01-09-2022","Windows Server 2019 Datacenter"
"CRA1010","06-09-2022","Windows Server 2019 Datacenter"
"CRD1023","08-09-2022","Windows Server 2019 Datacenter"
"CRD1022","05-09-2022","Windows Server 2019 Datacenter"
"CRD1021","25-08-2022","Windows Server 2019 Datacenter"
"VAP0240","05-09-2022","Windows Server 2019 Datacenter"
"VAP0241","05-09-2022","Windows Server 2019 Datacenter"
"VAP0242","05-09-2022","Windows Server 2019 Datacenter"
"VAP0243","05-09-2022","Windows Server 2019 Datacenter"
"CRA1001","07-09-2022","Windows Server 2019 Datacenter"
"CRA1011","08-09-2022","Windows Server 2019 Datacenter"
"CRA1012","08-09-2022","Windows Server 2019 Datacenter"
"CRA1013","29-08-2022","Windows Server 2019 Datacenter"
"CRA1014","02-09-2022","Windows Server 2019 Datacenter"
"CRA1015","03-09-2022","Windows Server 2019 Datacenter"
"VVC0001","01-09-2022","Windows Server 2019 Datacenter"
"VVC0003","02-09-2022","Windows Server 2016 Standard"
